index,totalAssertions,validAssertions,passedAssertions,totalAssertionsforQLTY,measuredPROD,referencePROD, measuredUS, referenceUS, measuredQLTY, referenceQLTY
1281,48,10,7,8, 14.58, 20.83,3,3, 87.50,100.00
1282,48,9,9,10, 18.75, 18.75,4,3, 90.00,100.00
1283,48,12,9,10, 18.75, 25.00,4,4, 90.00,100.00
1284,48,9,7,8, 14.58, 18.75,3,3, 87.50,100.00
1285,48,12,7,8, 14.58, 25.00,3,4, 87.50,100.00
1286,48,11,9,10, 18.75, 22.92,4,4, 90.00,100.00
1287,48,14,9,10, 18.75, 29.17,4,5, 90.00,100.00
1288,48,10,7,8, 14.58, 20.83,3,3, 87.50,100.00
1289,48,13,7,8, 14.58, 27.08,3,4, 87.50,100.00
1290,48,12,9,10, 18.75, 25.00,4,4, 90.00,100.00
1291,48,15,9,10, 18.75, 31.25,4,5, 90.00,100.00
1292,48,12,7,8, 14.58, 25.00,3,4, 87.50,100.00
1293,48,15,7,8, 14.58, 31.25,3,5, 87.50,100.00
1294,48,14,16,28, 33.33, 29.17,9,5, 57.14,100.00
1295,48,17,16,28, 33.33, 35.42,9,6, 57.14,100.00
1296,48,12,7,8, 14.58, 25.00,3,3, 87.50,100.00
1297,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
1298,48,14,9,10, 18.75, 29.17,4,4, 90.00,100.00
1299,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
1300,48,14,7,8, 14.58, 29.17,3,4, 87.50,100.00
1301,48,17,7,8, 14.58, 35.42,3,5, 87.50,100.00
1302,48,16,9,10, 18.75, 33.33,4,5, 90.00,100.00
1303,48,19,9,10, 18.75, 39.58,4,6, 90.00,100.00
1304,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
1305,48,18,7,8, 14.58, 37.50,3,5, 87.50,100.00
1306,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
1307,48,20,9,10, 18.75, 41.67,4,6, 90.00,100.00
1308,48,17,7,8, 14.58, 35.42,3,5, 87.50,100.00
1309,48,20,7,8, 14.58, 41.67,3,6, 87.50,100.00
1310,48,19,26,41, 54.17, 39.58,11,6, 63.41,100.00
1311,48,22,26,41, 54.17, 45.83,11,7, 63.41,100.00
1312,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
1313,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
1314,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
1315,48,18,9,10, 18.75, 37.50,4,5, 90.00,100.00
1316,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
1317,48,18,7,8, 14.58, 37.50,3,5, 87.50,100.00
1318,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
1319,48,20,9,10, 18.75, 41.67,4,6, 90.00,100.00
1320,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
1321,48,19,7,8, 14.58, 39.58,3,5, 87.50,100.00
1322,48,18,9,10, 18.75, 37.50,4,5, 90.00,100.00
1323,48,21,9,10, 18.75, 43.75,4,6, 90.00,100.00
1324,48,18,7,8, 14.58, 37.50,3,5, 87.50,100.00
1325,48,21,7,8, 14.58, 43.75,3,6, 87.50,100.00
1326,48,20,16,28, 33.33, 41.67,9,6, 57.14,100.00
1327,48,23,25,33, 52.08, 47.92,10,7, 75.76,100.00
1328,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
1329,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
1330,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
1331,48,23,9,10, 18.75, 47.92,4,6, 90.00,100.00
1332,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
1333,48,23,7,8, 14.58, 47.92,3,6, 87.50,100.00
1334,48,22,9,10, 18.75, 45.83,4,6, 90.00,100.00
1335,48,25,9,10, 18.75, 52.08,4,7, 90.00,100.00
1336,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
1337,48,24,7,8, 14.58, 50.00,3,6, 87.50,100.00
1338,48,23,9,10, 18.75, 47.92,4,6, 90.00,100.00
1339,48,26,9,10, 18.75, 54.17,4,7, 90.00,100.00
1340,48,23,7,8, 14.58, 47.92,3,6, 87.50,100.00
1341,48,26,7,8, 14.58, 54.17,3,7, 87.50,100.00
1342,48,25,26,41, 54.17, 52.08,11,7, 63.41,100.00
1343,48,28,38,46, 79.17, 58.33,12,8, 82.61,100.00
1344,48,15,7,8, 14.58, 31.25,3,3, 87.50,100.00
1345,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
1346,48,17,9,10, 18.75, 35.42,4,4, 90.00,100.00
1347,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
1348,48,17,7,8, 14.58, 35.42,3,4, 87.50,100.00
1349,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
1350,48,19,9,10, 18.75, 39.58,4,5, 90.00,100.00
1351,48,22,9,10, 18.75, 45.83,4,6, 90.00,100.00
1352,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
1353,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
1354,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
1355,48,23,9,10, 18.75, 47.92,4,6, 90.00,100.00
1356,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
1357,48,23,7,8, 14.58, 47.92,3,6, 87.50,100.00
1358,48,22,16,28, 33.33, 45.83,9,6, 57.14,100.00
1359,48,25,16,28, 33.33, 52.08,9,7, 57.14,100.00
1360,48,20,7,8, 14.58, 41.67,3,4, 87.50,100.00
1361,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
1362,48,22,9,10, 18.75, 45.83,4,5, 90.00,100.00
1363,48,25,9,10, 18.75, 52.08,4,6, 90.00,100.00
1364,48,22,7,8, 14.58, 45.83,3,5, 87.50,100.00
1365,48,25,7,8, 14.58, 52.08,3,6, 87.50,100.00
1366,48,24,9,10, 18.75, 50.00,4,6, 90.00,100.00
1367,48,27,9,10, 18.75, 56.25,4,7, 90.00,100.00
1368,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
1369,48,26,7,8, 14.58, 54.17,3,6, 87.50,100.00
1370,48,25,9,10, 18.75, 52.08,4,6, 90.00,100.00
1371,48,28,9,10, 18.75, 58.33,4,7, 90.00,100.00
1372,48,25,7,8, 14.58, 52.08,3,6, 87.50,100.00
1373,48,28,7,8, 14.58, 58.33,3,7, 87.50,100.00
1374,48,27,26,41, 54.17, 56.25,11,7, 63.41,100.00
1375,48,30,26,41, 54.17, 62.50,11,8, 63.41,100.00
1376,48,21,7,8, 14.58, 43.75,3,4, 87.50,100.00
1377,48,24,7,8, 14.58, 50.00,3,5, 87.50,100.00
1378,48,23,9,10, 18.75, 47.92,4,5, 90.00,100.00
1379,48,26,9,10, 18.75, 54.17,4,6, 90.00,100.00
1380,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
1381,48,26,7,8, 14.58, 54.17,3,6, 87.50,100.00
1382,48,25,9,10, 18.75, 52.08,4,6, 90.00,100.00
1383,48,28,9,10, 18.75, 58.33,4,7, 90.00,100.00
1384,48,24,7,8, 14.58, 50.00,3,5, 87.50,100.00
1385,48,27,7,8, 14.58, 56.25,3,6, 87.50,100.00
1386,48,26,9,10, 18.75, 54.17,4,6, 90.00,100.00
1387,48,29,9,10, 18.75, 60.42,4,7, 90.00,100.00
1388,48,26,7,8, 14.58, 54.17,3,6, 87.50,100.00
1389,48,29,7,8, 14.58, 60.42,3,7, 87.50,100.00
1390,48,28,16,28, 33.33, 58.33,9,7, 57.14,100.00
1391,48,31,25,33, 52.08, 64.58,10,8, 75.76,100.00
1392,48,26,7,8, 14.58, 54.17,3,5, 87.50,100.00
1393,48,29,7,8, 14.58, 60.42,3,6, 87.50,100.00
1394,48,28,9,10, 18.75, 58.33,4,6, 90.00,100.00
1395,48,31,9,10, 18.75, 64.58,4,7, 90.00,100.00
1396,48,28,7,8, 14.58, 58.33,3,6, 87.50,100.00
1397,48,31,7,8, 14.58, 64.58,3,7, 87.50,100.00
1398,48,30,9,10, 18.75, 62.50,4,7, 90.00,100.00
1399,48,33,9,10, 18.75, 68.75,4,8, 90.00,100.00
1400,48,29,7,8, 14.58, 60.42,3,6, 87.50,100.00
1401,48,32,7,8, 14.58, 66.67,3,7, 87.50,100.00
1402,48,31,9,10, 18.75, 64.58,4,7, 90.00,100.00
1403,48,34,9,10, 18.75, 70.83,4,8, 90.00,100.00
1404,48,31,7,8, 14.58, 64.58,3,7, 87.50,100.00
1405,48,34,7,8, 14.58, 70.83,3,8, 87.50,100.00
1406,48,33,26,41, 54.17, 68.75,11,8, 63.41,100.00
1407,48,36,38,46, 79.17, 75.00,12,9, 82.61,100.00
1408,48,12,7,8, 14.58, 25.00,3,3, 87.50,100.00
1409,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
1410,48,14,9,10, 18.75, 29.17,4,4, 90.00,100.00
1411,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
1412,48,14,7,8, 14.58, 29.17,3,4, 87.50,100.00
1413,48,17,7,8, 14.58, 35.42,3,5, 87.50,100.00
1414,48,16,9,10, 18.75, 33.33,4,5, 90.00,100.00
1415,48,19,9,10, 18.75, 39.58,4,6, 90.00,100.00
1416,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
1417,48,18,7,8, 14.58, 37.50,3,5, 87.50,100.00
1418,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
1419,48,20,9,10, 18.75, 41.67,4,6, 90.00,100.00
1420,48,17,7,8, 14.58, 35.42,3,5, 87.50,100.00
1421,48,20,7,8, 14.58, 41.67,3,6, 87.50,100.00
1422,48,19,16,28, 33.33, 39.58,9,6, 57.14,100.00
1423,48,22,16,28, 33.33, 45.83,9,7, 57.14,100.00
1424,48,17,7,8, 14.58, 35.42,3,4, 87.50,100.00
1425,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
1426,48,19,9,10, 18.75, 39.58,4,5, 90.00,100.00
1427,48,22,9,10, 18.75, 45.83,4,6, 90.00,100.00
1428,48,19,7,8, 14.58, 39.58,3,5, 87.50,100.00
1429,48,22,7,8, 14.58, 45.83,3,6, 87.50,100.00
1430,48,21,9,10, 18.75, 43.75,4,6, 90.00,100.00
1431,48,24,9,10, 18.75, 50.00,4,7, 90.00,100.00
1432,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
1433,48,23,7,8, 14.58, 47.92,3,6, 87.50,100.00
1434,48,22,9,10, 18.75, 45.83,4,6, 90.00,100.00
1435,48,25,9,10, 18.75, 52.08,4,7, 90.00,100.00
1436,48,22,7,8, 14.58, 45.83,3,6, 87.50,100.00
1437,48,25,7,8, 14.58, 52.08,3,7, 87.50,100.00
1438,48,24,26,41, 54.17, 50.00,11,7, 63.41,100.00
1439,48,27,31,43, 64.58, 56.25,12,8, 72.09,100.00
1440,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
1441,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
1442,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
1443,48,23,9,10, 18.75, 47.92,4,6, 90.00,100.00
1444,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
1445,48,23,7,8, 14.58, 47.92,3,6, 87.50,100.00
1446,48,22,9,10, 18.75, 45.83,4,6, 90.00,100.00
1447,48,25,9,10, 18.75, 52.08,4,7, 90.00,100.00
1448,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
1449,48,24,7,8, 14.58, 50.00,3,6, 87.50,100.00
1450,48,23,9,10, 18.75, 47.92,4,6, 90.00,100.00
1451,48,26,9,10, 18.75, 54.17,4,7, 90.00,100.00
1452,48,23,7,8, 14.58, 47.92,3,6, 87.50,100.00
1453,48,26,7,8, 14.58, 54.17,3,7, 87.50,100.00
1454,48,25,16,28, 33.33, 52.08,9,7, 57.14,100.00
1455,48,28,25,33, 52.08, 58.33,10,8, 75.76,100.00
1456,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
1457,48,26,7,8, 14.58, 54.17,3,6, 87.50,100.00
1458,48,25,9,10, 18.75, 52.08,4,6, 90.00,100.00
1459,48,28,9,10, 18.75, 58.33,4,7, 90.00,100.00
1460,48,25,7,8, 14.58, 52.08,3,6, 87.50,100.00
1461,48,28,7,8, 14.58, 58.33,3,7, 87.50,100.00
1462,48,27,9,10, 18.75, 56.25,4,7, 90.00,100.00
1463,48,30,9,10, 18.75, 62.50,4,8, 90.00,100.00
1464,48,26,7,8, 14.58, 54.17,3,6, 87.50,100.00
1465,48,29,7,8, 14.58, 60.42,3,7, 87.50,100.00
1466,48,28,9,10, 18.75, 58.33,4,7, 90.00,100.00
1467,48,31,9,10, 18.75, 64.58,4,8, 90.00,100.00
1468,48,28,7,8, 14.58, 58.33,3,7, 87.50,100.00
1469,48,31,7,8, 14.58, 64.58,3,8, 87.50,100.00
1470,48,30,26,41, 54.17, 62.50,11,8, 63.41,100.00
1471,48,33,45,48, 93.75, 68.75,13,9, 93.75,100.00
1472,48,20,7,8, 14.58, 41.67,3,4, 87.50,100.00
1473,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
1474,48,22,9,10, 18.75, 45.83,4,5, 90.00,100.00
1475,48,25,9,10, 18.75, 52.08,4,6, 90.00,100.00
1476,48,22,7,8, 14.58, 45.83,3,5, 87.50,100.00
1477,48,25,7,8, 14.58, 52.08,3,6, 87.50,100.00
1478,48,24,9,10, 18.75, 50.00,4,6, 90.00,100.00
1479,48,27,9,10, 18.75, 56.25,4,7, 90.00,100.00
1480,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
1481,48,26,7,8, 14.58, 54.17,3,6, 87.50,100.00
1482,48,25,9,10, 18.75, 52.08,4,6, 90.00,100.00
1483,48,28,9,10, 18.75, 58.33,4,7, 90.00,100.00
1484,48,25,7,8, 14.58, 52.08,3,6, 87.50,100.00
1485,48,28,7,8, 14.58, 58.33,3,7, 87.50,100.00
1486,48,27,16,28, 33.33, 56.25,9,7, 57.14,100.00
1487,48,30,16,28, 33.33, 62.50,9,8, 57.14,100.00
1488,48,25,7,8, 14.58, 52.08,3,5, 87.50,100.00
1489,48,28,7,8, 14.58, 58.33,3,6, 87.50,100.00
1490,48,27,9,10, 18.75, 56.25,4,6, 90.00,100.00
1491,48,30,9,10, 18.75, 62.50,4,7, 90.00,100.00
1492,48,27,7,8, 14.58, 56.25,3,6, 87.50,100.00
1493,48,30,7,8, 14.58, 62.50,3,7, 87.50,100.00
1494,48,29,9,10, 18.75, 60.42,4,7, 90.00,100.00
1495,48,32,9,10, 18.75, 66.67,4,8, 90.00,100.00
1496,48,28,7,8, 14.58, 58.33,3,6, 87.50,100.00
1497,48,31,7,8, 14.58, 64.58,3,7, 87.50,100.00
1498,48,30,9,10, 18.75, 62.50,4,7, 90.00,100.00
1499,48,33,9,10, 18.75, 68.75,4,8, 90.00,100.00
1500,48,30,7,8, 14.58, 62.50,3,7, 87.50,100.00
1501,48,33,7,8, 14.58, 68.75,3,8, 87.50,100.00
1502,48,32,26,41, 54.17, 66.67,11,8, 63.41,100.00
1503,48,35,31,43, 64.58, 72.92,12,9, 72.09,100.00
1504,48,26,7,8, 14.58, 54.17,3,5, 87.50,100.00
1505,48,29,7,8, 14.58, 60.42,3,6, 87.50,100.00
1506,48,28,9,10, 18.75, 58.33,4,6, 90.00,100.00
1507,48,31,9,10, 18.75, 64.58,4,7, 90.00,100.00
1508,48,28,7,8, 14.58, 58.33,3,6, 87.50,100.00
1509,48,31,7,8, 14.58, 64.58,3,7, 87.50,100.00
1510,48,30,9,10, 18.75, 62.50,4,7, 90.00,100.00
1511,48,33,9,10, 18.75, 68.75,4,8, 90.00,100.00
1512,48,29,7,8, 14.58, 60.42,3,6, 87.50,100.00
1513,48,32,7,8, 14.58, 66.67,3,7, 87.50,100.00
1514,48,31,9,10, 18.75, 64.58,4,7, 90.00,100.00
1515,48,34,9,10, 18.75, 70.83,4,8, 90.00,100.00
1516,48,31,7,8, 14.58, 64.58,3,7, 87.50,100.00
1517,48,34,7,8, 14.58, 70.83,3,8, 87.50,100.00
1518,48,33,16,28, 33.33, 68.75,9,8, 57.14,100.00
1519,48,36,25,33, 52.08, 75.00,10,9, 75.76,100.00
1520,48,31,7,8, 14.58, 64.58,3,6, 87.50,100.00
1521,48,34,7,8, 14.58, 70.83,3,7, 87.50,100.00
1522,48,33,9,10, 18.75, 68.75,4,7, 90.00,100.00
1523,48,36,9,10, 18.75, 75.00,4,8, 90.00,100.00
1524,48,33,7,8, 14.58, 68.75,3,7, 87.50,100.00
1525,48,36,7,8, 14.58, 75.00,3,8, 87.50,100.00
1526,48,35,9,10, 18.75, 72.92,4,8, 90.00,100.00
1527,48,38,9,10, 18.75, 79.17,4,9, 90.00,100.00
1528,48,34,7,8, 14.58, 70.83,3,7, 87.50,100.00
1529,48,37,7,8, 14.58, 77.08,3,8, 87.50,100.00
1530,48,36,9,10, 18.75, 75.00,4,8, 90.00,100.00
1531,48,39,9,10, 18.75, 81.25,4,9, 90.00,100.00
1532,48,36,7,8, 14.58, 75.00,3,8, 87.50,100.00
1533,48,39,7,8, 14.58, 81.25,3,9, 87.50,100.00
1534,48,38,26,41, 54.17, 79.17,11,9, 63.41,100.00
1535,48,41,45,48, 93.75, 85.42,13,10, 93.75,100.00
1536,48,4,7,8, 14.58,  8.33,3,2, 87.50,100.00
1537,48,7,7,8, 14.58, 14.58,3,3, 87.50,100.00
1538,48,6,9,10, 18.75, 12.50,4,3, 90.00,100.00
1539,48,9,9,10, 18.75, 18.75,4,4, 90.00,100.00
1540,48,6,7,8, 14.58, 12.50,3,3, 87.50,100.00
1541,48,9,7,8, 14.58, 18.75,3,4, 87.50,100.00
1542,48,8,9,10, 18.75, 16.67,4,4, 90.00,100.00
1543,48,11,9,10, 18.75, 22.92,4,5, 90.00,100.00
1544,48,7,7,8, 14.58, 14.58,3,3, 87.50,100.00
1545,48,10,7,8, 14.58, 20.83,3,4, 87.50,100.00
1546,48,9,9,10, 18.75, 18.75,4,4, 90.00,100.00
1547,48,12,9,10, 18.75, 25.00,4,5, 90.00,100.00
1548,48,9,7,8, 14.58, 18.75,3,4, 87.50,100.00
1549,48,12,7,8, 14.58, 25.00,3,5, 87.50,100.00
1550,48,11,16,28, 33.33, 22.92,9,5, 57.14,100.00
1551,48,14,16,28, 33.33, 29.17,9,6, 57.14,100.00
1552,48,9,7,8, 14.58, 18.75,3,3, 87.50,100.00
1553,48,12,7,8, 14.58, 25.00,3,4, 87.50,100.00
1554,48,11,9,10, 18.75, 22.92,4,4, 90.00,100.00
1555,48,14,9,10, 18.75, 29.17,4,5, 90.00,100.00
1556,48,11,7,8, 14.58, 22.92,3,4, 87.50,100.00
1557,48,14,7,8, 14.58, 29.17,3,5, 87.50,100.00
1558,48,13,9,10, 18.75, 27.08,4,5, 90.00,100.00
1559,48,16,9,10, 18.75, 33.33,4,6, 90.00,100.00
1560,48,12,7,8, 14.58, 25.00,3,4, 87.50,100.00
1561,48,15,7,8, 14.58, 31.25,3,5, 87.50,100.00
1562,48,14,9,10, 18.75, 29.17,4,5, 90.00,100.00
1563,48,17,9,10, 18.75, 35.42,4,6, 90.00,100.00
1564,48,14,7,8, 14.58, 29.17,3,5, 87.50,100.00
1565,48,17,7,8, 14.58, 35.42,3,6, 87.50,100.00
1566,48,16,26,41, 54.17, 33.33,11,6, 63.41,100.00
1567,48,19,26,41, 54.17, 39.58,11,7, 63.41,100.00
1568,48,10,7,8, 14.58, 20.83,3,3, 87.50,100.00
1569,48,13,7,8, 14.58, 27.08,3,4, 87.50,100.00
1570,48,12,9,10, 18.75, 25.00,4,4, 90.00,100.00
1571,48,15,9,10, 18.75, 31.25,4,5, 90.00,100.00
1572,48,12,7,8, 14.58, 25.00,3,4, 87.50,100.00
1573,48,15,7,8, 14.58, 31.25,3,5, 87.50,100.00
1574,48,14,9,10, 18.75, 29.17,4,5, 90.00,100.00
1575,48,17,9,10, 18.75, 35.42,4,6, 90.00,100.00
1576,48,13,7,8, 14.58, 27.08,3,4, 87.50,100.00
1577,48,16,7,8, 14.58, 33.33,3,5, 87.50,100.00
1578,48,15,9,10, 18.75, 31.25,4,5, 90.00,100.00
1579,48,18,9,10, 18.75, 37.50,4,6, 90.00,100.00
1580,48,15,7,8, 14.58, 31.25,3,5, 87.50,100.00
1581,48,18,7,8, 14.58, 37.50,3,6, 87.50,100.00
1582,48,17,18,28, 37.50, 35.42,9,6, 64.29,100.00
1583,48,20,28,35, 58.33, 41.67,11,7, 80.00,100.00
1584,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
1585,48,18,7,8, 14.58, 37.50,3,5, 87.50,100.00
1586,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
1587,48,20,9,10, 18.75, 41.67,4,6, 90.00,100.00
1588,48,17,7,8, 14.58, 35.42,3,5, 87.50,100.00
1589,48,20,7,8, 14.58, 41.67,3,6, 87.50,100.00
1590,48,19,9,10, 18.75, 39.58,4,6, 90.00,100.00
1591,48,22,9,10, 18.75, 45.83,4,7, 90.00,100.00
1592,48,18,7,8, 14.58, 37.50,3,5, 87.50,100.00
1593,48,21,7,8, 14.58, 43.75,3,6, 87.50,100.00
1594,48,20,9,10, 18.75, 41.67,4,6, 90.00,100.00
1595,48,23,9,10, 18.75, 47.92,4,7, 90.00,100.00
1596,48,20,7,8, 14.58, 41.67,3,6, 87.50,100.00
1597,48,23,7,8, 14.58, 47.92,3,7, 87.50,100.00
1598,48,22,28,41, 58.33, 45.83,11,7, 68.29,100.00
1599,48,25,41,48, 85.42, 52.08,13,8, 85.42,100.00
1600,48,12,7,8, 14.58, 25.00,3,3, 87.50,100.00
1601,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
1602,48,14,9,10, 18.75, 29.17,4,4, 90.00,100.00
1603,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
1604,48,14,7,8, 14.58, 29.17,3,4, 87.50,100.00
1605,48,17,7,8, 14.58, 35.42,3,5, 87.50,100.00
1606,48,16,9,10, 18.75, 33.33,4,5, 90.00,100.00
1607,48,19,9,10, 18.75, 39.58,4,6, 90.00,100.00
1608,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
1609,48,18,7,8, 14.58, 37.50,3,5, 87.50,100.00
1610,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
1611,48,20,9,10, 18.75, 41.67,4,6, 90.00,100.00
1612,48,17,7,8, 14.58, 35.42,3,5, 87.50,100.00
1613,48,20,7,8, 14.58, 41.67,3,6, 87.50,100.00
1614,48,19,16,28, 33.33, 39.58,9,6, 57.14,100.00
1615,48,22,16,28, 33.33, 45.83,9,7, 57.14,100.00
1616,48,17,7,8, 14.58, 35.42,3,4, 87.50,100.00
1617,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
1618,48,19,9,10, 18.75, 39.58,4,5, 90.00,100.00
1619,48,22,9,10, 18.75, 45.83,4,6, 90.00,100.00
1620,48,19,7,8, 14.58, 39.58,3,5, 87.50,100.00
1621,48,22,7,8, 14.58, 45.83,3,6, 87.50,100.00
1622,48,21,9,10, 18.75, 43.75,4,6, 90.00,100.00
1623,48,24,9,10, 18.75, 50.00,4,7, 90.00,100.00
1624,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
1625,48,23,7,8, 14.58, 47.92,3,6, 87.50,100.00
1626,48,22,9,10, 18.75, 45.83,4,6, 90.00,100.00
1627,48,25,9,10, 18.75, 52.08,4,7, 90.00,100.00
1628,48,22,7,8, 14.58, 45.83,3,6, 87.50,100.00
1629,48,25,7,8, 14.58, 52.08,3,7, 87.50,100.00
1630,48,24,26,41, 54.17, 50.00,11,7, 63.41,100.00
1631,48,27,26,41, 54.17, 56.25,11,8, 63.41,100.00
1632,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
1633,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
1634,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
1635,48,23,9,10, 18.75, 47.92,4,6, 90.00,100.00
1636,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
1637,48,23,7,8, 14.58, 47.92,3,6, 87.50,100.00
1638,48,22,9,10, 18.75, 45.83,4,6, 90.00,100.00
1639,48,25,9,10, 18.75, 52.08,4,7, 90.00,100.00
1640,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
1641,48,24,7,8, 14.58, 50.00,3,6, 87.50,100.00
1642,48,23,9,10, 18.75, 47.92,4,6, 90.00,100.00
1643,48,26,9,10, 18.75, 54.17,4,7, 90.00,100.00
1644,48,23,7,8, 14.58, 47.92,3,6, 87.50,100.00
1645,48,26,7,8, 14.58, 54.17,3,7, 87.50,100.00
1646,48,25,18,28, 37.50, 52.08,9,7, 64.29,100.00
1647,48,28,28,35, 58.33, 58.33,11,8, 80.00,100.00
1648,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
1649,48,26,7,8, 14.58, 54.17,3,6, 87.50,100.00
1650,48,25,9,10, 18.75, 52.08,4,6, 90.00,100.00
1651,48,28,9,10, 18.75, 58.33,4,7, 90.00,100.00
1652,48,25,7,8, 14.58, 52.08,3,6, 87.50,100.00
1653,48,28,7,8, 14.58, 58.33,3,7, 87.50,100.00
1654,48,27,9,10, 18.75, 56.25,4,7, 90.00,100.00
1655,48,30,9,10, 18.75, 62.50,4,8, 90.00,100.00
1656,48,26,7,8, 14.58, 54.17,3,6, 87.50,100.00
1657,48,29,7,8, 14.58, 60.42,3,7, 87.50,100.00
1658,48,28,9,10, 18.75, 58.33,4,7, 90.00,100.00
1659,48,31,9,10, 18.75, 64.58,4,8, 90.00,100.00
1660,48,28,7,8, 14.58, 58.33,3,7, 87.50,100.00
1661,48,31,7,8, 14.58, 64.58,3,8, 87.50,100.00
1662,48,30,28,41, 58.33, 62.50,11,8, 68.29,100.00
1663,48,33,41,48, 85.42, 68.75,13,9, 85.42,100.00
1664,48,9,7,8, 14.58, 18.75,3,3, 87.50,100.00
1665,48,12,7,8, 14.58, 25.00,3,4, 87.50,100.00
1666,48,11,9,10, 18.75, 22.92,4,4, 90.00,100.00
1667,48,14,9,10, 18.75, 29.17,4,5, 90.00,100.00
1668,48,11,7,8, 14.58, 22.92,3,4, 87.50,100.00
1669,48,14,7,8, 14.58, 29.17,3,5, 87.50,100.00
1670,48,13,9,10, 18.75, 27.08,4,5, 90.00,100.00
1671,48,16,9,10, 18.75, 33.33,4,6, 90.00,100.00
1672,48,12,7,8, 14.58, 25.00,3,4, 87.50,100.00
1673,48,15,7,8, 14.58, 31.25,3,5, 87.50,100.00
1674,48,14,9,10, 18.75, 29.17,4,5, 90.00,100.00
1675,48,17,9,10, 18.75, 35.42,4,6, 90.00,100.00
1676,48,14,7,8, 14.58, 29.17,3,5, 87.50,100.00
1677,48,17,7,8, 14.58, 35.42,3,6, 87.50,100.00
1678,48,16,16,28, 33.33, 33.33,9,6, 57.14,100.00
1679,48,19,16,28, 33.33, 39.58,9,7, 57.14,100.00
1680,48,14,7,8, 14.58, 29.17,3,4, 87.50,100.00
1681,48,17,7,8, 14.58, 35.42,3,5, 87.50,100.00
1682,48,16,9,10, 18.75, 33.33,4,5, 90.00,100.00
1683,48,19,9,10, 18.75, 39.58,4,6, 90.00,100.00
1684,48,16,7,8, 14.58, 33.33,3,5, 87.50,100.00
1685,48,19,7,8, 14.58, 39.58,3,6, 87.50,100.00
1686,48,18,9,10, 18.75, 37.50,4,6, 90.00,100.00
1687,48,21,9,10, 18.75, 43.75,4,7, 90.00,100.00
1688,48,17,7,8, 14.58, 35.42,3,5, 87.50,100.00
1689,48,20,7,8, 14.58, 41.67,3,6, 87.50,100.00
