index,totalAssertions,validAssertions,passedAssertions,totalAssertionsforQLTY,measuredPROD,referencePROD, measuredUS, referenceUS, measuredQLTY, referenceQLTY
1293,72,35,12,32, 16.67, 48.61,5,5, 37.50,100.00
1294,72,34,13,37, 18.06, 47.22,6,5, 35.14,100.00
1295,72,40,10,37, 13.89, 55.56,6,6, 27.03,100.00
1296,72,24,13,25, 18.06, 33.33,4,3, 52.00,100.00
1297,72,30,10,25, 13.89, 41.67,4,4, 40.00,100.00
1298,72,29,10,25, 13.89, 40.28,4,4, 40.00,100.00
1299,72,35,7,25,  9.72, 48.61,4,5, 28.00,100.00
1300,72,31,19,45, 26.39, 43.06,6,4, 42.22,100.00
1301,72,37,16,45, 22.22, 51.39,6,5, 35.56,100.00
1302,72,36,16,45, 22.22, 50.00,6,5, 35.56,100.00
1303,72,42,13,45, 18.06, 58.33,6,6, 28.89,100.00
1304,72,29,13,25, 18.06, 40.28,4,4, 52.00,100.00
1305,72,35,10,25, 13.89, 48.61,4,5, 40.00,100.00
1306,72,34,10,25, 13.89, 47.22,4,5, 40.00,100.00
1307,72,40,7,25,  9.72, 55.56,4,6, 28.00,100.00
1308,72,36,19,45, 26.39, 50.00,6,5, 42.22,100.00
1309,72,42,16,45, 22.22, 58.33,6,6, 35.56,100.00
1310,72,41,21,50, 29.17, 56.94,7,6, 42.00,100.00
1311,72,47,18,50, 25.00, 65.28,7,7, 36.00,100.00
1312,72,24,12,25, 16.67, 33.33,4,3, 48.00,100.00
1313,72,30,9,25, 12.50, 41.67,4,4, 36.00,100.00
1314,72,29,9,25, 12.50, 40.28,4,4, 36.00,100.00
1315,72,35,6,25,  8.33, 48.61,4,5, 24.00,100.00
1316,72,31,17,39, 23.61, 43.06,6,4, 43.59,100.00
1317,72,37,14,39, 19.44, 51.39,6,5, 35.90,100.00
1318,72,36,14,39, 19.44, 50.00,6,5, 35.90,100.00
1319,72,42,11,39, 15.28, 58.33,6,6, 28.21,100.00
1320,72,29,12,25, 16.67, 40.28,4,4, 48.00,100.00
1321,72,35,9,25, 12.50, 48.61,4,5, 36.00,100.00
1322,72,34,9,25, 12.50, 47.22,4,5, 36.00,100.00
1323,72,40,6,25,  8.33, 55.56,4,6, 24.00,100.00
1324,72,36,17,39, 23.61, 50.00,6,5, 43.59,100.00
1325,72,42,14,39, 19.44, 58.33,6,6, 35.90,100.00
1326,72,41,15,44, 20.83, 56.94,7,6, 34.09,100.00
1327,72,47,14,48, 19.44, 65.28,8,7, 29.17,100.00
1328,72,31,13,25, 18.06, 43.06,4,4, 52.00,100.00
1329,72,37,10,25, 13.89, 51.39,4,5, 40.00,100.00
1330,72,36,10,25, 13.89, 50.00,4,5, 40.00,100.00
1331,72,42,7,25,  9.72, 58.33,4,6, 28.00,100.00
1332,72,38,21,52, 29.17, 52.78,7,5, 40.38,100.00
1333,72,44,18,52, 25.00, 61.11,7,6, 34.62,100.00
1334,72,43,18,52, 25.00, 59.72,7,6, 34.62,100.00
1335,72,49,15,52, 20.83, 68.06,7,7, 28.85,100.00
1336,72,36,13,25, 18.06, 50.00,4,5, 52.00,100.00
1337,72,42,10,25, 13.89, 58.33,4,6, 40.00,100.00
1338,72,41,10,25, 13.89, 56.94,4,6, 40.00,100.00
1339,72,47,7,25,  9.72, 65.28,4,7, 28.00,100.00
1340,72,43,21,52, 29.17, 59.72,7,6, 40.38,100.00
1341,72,49,18,52, 25.00, 68.06,7,7, 34.62,100.00
1342,72,48,23,57, 31.94, 66.67,8,7, 40.35,100.00
1343,72,54,24,65, 33.33, 75.00,10,8, 36.92,100.00
1344,72,21,12,25, 16.67, 29.17,4,3, 48.00,100.00
1345,72,27,9,25, 12.50, 37.50,4,4, 36.00,100.00
1346,72,26,9,25, 12.50, 36.11,4,4, 36.00,100.00
1347,72,32,6,25,  8.33, 44.44,4,5, 24.00,100.00
1348,72,28,15,32, 20.83, 38.89,5,4, 46.88,100.00
1349,72,34,12,32, 16.67, 47.22,5,5, 37.50,100.00
1350,72,33,12,32, 16.67, 45.83,5,5, 37.50,100.00
1351,72,39,9,32, 12.50, 54.17,5,6, 28.13,100.00
1352,72,26,12,25, 16.67, 36.11,4,4, 48.00,100.00
1353,72,32,9,25, 12.50, 44.44,4,5, 36.00,100.00
1354,72,31,9,25, 12.50, 43.06,4,5, 36.00,100.00
1355,72,37,6,25,  8.33, 51.39,4,6, 24.00,100.00
1356,72,33,15,32, 20.83, 45.83,5,5, 46.88,100.00
1357,72,39,12,32, 16.67, 54.17,5,6, 37.50,100.00
1358,72,38,13,37, 18.06, 52.78,6,6, 35.14,100.00
1359,72,44,10,37, 13.89, 61.11,6,7, 27.03,100.00
1360,72,28,13,25, 18.06, 38.89,4,4, 52.00,100.00
1361,72,34,10,25, 13.89, 47.22,4,5, 40.00,100.00
1362,72,33,10,25, 13.89, 45.83,4,5, 40.00,100.00
1363,72,39,7,25,  9.72, 54.17,4,6, 28.00,100.00
1364,72,35,19,45, 26.39, 48.61,6,5, 42.22,100.00
1365,72,41,16,45, 22.22, 56.94,6,6, 35.56,100.00
1366,72,40,16,45, 22.22, 55.56,6,6, 35.56,100.00
1367,72,46,13,45, 18.06, 63.89,6,7, 28.89,100.00
1368,72,33,13,25, 18.06, 45.83,4,5, 52.00,100.00
1369,72,39,10,25, 13.89, 54.17,4,6, 40.00,100.00
1370,72,38,10,25, 13.89, 52.78,4,6, 40.00,100.00
1371,72,44,7,25,  9.72, 61.11,4,7, 28.00,100.00
1372,72,40,19,45, 26.39, 55.56,6,6, 42.22,100.00
1373,72,46,16,45, 22.22, 63.89,6,7, 35.56,100.00
1374,72,45,21,50, 29.17, 62.50,7,7, 42.00,100.00
1375,72,51,18,50, 25.00, 70.83,7,8, 36.00,100.00
1376,72,28,12,25, 16.67, 38.89,4,4, 48.00,100.00
1377,72,34,9,25, 12.50, 47.22,4,5, 36.00,100.00
1378,72,33,9,25, 12.50, 45.83,4,5, 36.00,100.00
1379,72,39,6,25,  8.33, 54.17,4,6, 24.00,100.00
1380,72,35,17,39, 23.61, 48.61,6,5, 43.59,100.00
1381,72,41,14,39, 19.44, 56.94,6,6, 35.90,100.00
1382,72,40,14,39, 19.44, 55.56,6,6, 35.90,100.00
1383,72,46,11,39, 15.28, 63.89,6,7, 28.21,100.00
1384,72,33,12,25, 16.67, 45.83,4,5, 48.00,100.00
1385,72,39,9,25, 12.50, 54.17,4,6, 36.00,100.00
1386,72,38,9,25, 12.50, 52.78,4,6, 36.00,100.00
1387,72,44,6,25,  8.33, 61.11,4,7, 24.00,100.00
1388,72,40,17,39, 23.61, 55.56,6,6, 43.59,100.00
1389,72,46,14,39, 19.44, 63.89,6,7, 35.90,100.00
1390,72,45,15,44, 20.83, 62.50,7,7, 34.09,100.00
1391,72,51,14,48, 19.44, 70.83,8,8, 29.17,100.00
1392,72,35,13,25, 18.06, 48.61,4,5, 52.00,100.00
1393,72,41,10,25, 13.89, 56.94,4,6, 40.00,100.00
1394,72,40,10,25, 13.89, 55.56,4,6, 40.00,100.00
1395,72,46,7,25,  9.72, 63.89,4,7, 28.00,100.00
1396,72,42,21,52, 29.17, 58.33,7,6, 40.38,100.00
1397,72,48,18,52, 25.00, 66.67,7,7, 34.62,100.00
1398,72,47,18,52, 25.00, 65.28,7,7, 34.62,100.00
1399,72,53,15,52, 20.83, 73.61,7,8, 28.85,100.00
1400,72,40,13,25, 18.06, 55.56,4,6, 52.00,100.00
1401,72,46,10,25, 13.89, 63.89,4,7, 40.00,100.00
1402,72,45,10,25, 13.89, 62.50,4,7, 40.00,100.00
1403,72,51,7,25,  9.72, 70.83,4,8, 28.00,100.00
1404,72,47,21,52, 29.17, 65.28,7,7, 40.38,100.00
1405,72,53,18,52, 25.00, 73.61,7,8, 34.62,100.00
1406,72,52,23,57, 31.94, 72.22,8,8, 40.35,100.00
1407,72,58,24,65, 33.33, 80.56,10,9, 36.92,100.00
1408,72,20,12,25, 16.67, 27.78,4,3, 48.00,100.00
1409,72,26,9,25, 12.50, 36.11,4,4, 36.00,100.00
1410,72,25,9,25, 12.50, 34.72,4,4, 36.00,100.00
1411,72,31,6,25,  8.33, 43.06,4,5, 24.00,100.00
1412,72,27,15,32, 20.83, 37.50,5,4, 46.88,100.00
1413,72,33,12,32, 16.67, 45.83,5,5, 37.50,100.00
1414,72,32,12,32, 16.67, 44.44,5,5, 37.50,100.00
1415,72,38,9,32, 12.50, 52.78,5,6, 28.13,100.00
1416,72,25,12,25, 16.67, 34.72,4,4, 48.00,100.00
1417,72,31,9,25, 12.50, 43.06,4,5, 36.00,100.00
1418,72,30,9,25, 12.50, 41.67,4,5, 36.00,100.00
1419,72,36,6,25,  8.33, 50.00,4,6, 24.00,100.00
1420,72,32,15,32, 20.83, 44.44,5,5, 46.88,100.00
1421,72,38,12,32, 16.67, 52.78,5,6, 37.50,100.00
1422,72,37,13,37, 18.06, 51.39,6,6, 35.14,100.00
1423,72,43,10,37, 13.89, 59.72,6,7, 27.03,100.00
1424,72,27,13,25, 18.06, 37.50,4,4, 52.00,100.00
1425,72,33,10,25, 13.89, 45.83,4,5, 40.00,100.00
1426,72,32,10,25, 13.89, 44.44,4,5, 40.00,100.00
1427,72,38,7,25,  9.72, 52.78,4,6, 28.00,100.00
1428,72,34,19,45, 26.39, 47.22,6,5, 42.22,100.00
1429,72,40,16,45, 22.22, 55.56,6,6, 35.56,100.00
1430,72,39,16,45, 22.22, 54.17,6,6, 35.56,100.00
1431,72,45,13,45, 18.06, 62.50,6,7, 28.89,100.00
1432,72,32,13,25, 18.06, 44.44,4,5, 52.00,100.00
1433,72,38,10,25, 13.89, 52.78,4,6, 40.00,100.00
1434,72,37,10,25, 13.89, 51.39,4,6, 40.00,100.00
1435,72,43,7,25,  9.72, 59.72,4,7, 28.00,100.00
1436,72,39,19,45, 26.39, 54.17,6,6, 42.22,100.00
1437,72,45,16,45, 22.22, 62.50,6,7, 35.56,100.00
1438,72,44,21,50, 29.17, 61.11,7,7, 42.00,100.00
1439,72,50,20,56, 27.78, 69.44,9,8, 35.71,100.00
1440,72,27,12,25, 16.67, 37.50,4,4, 48.00,100.00
1441,72,33,9,25, 12.50, 45.83,4,5, 36.00,100.00
1442,72,32,9,25, 12.50, 44.44,4,5, 36.00,100.00
1443,72,38,6,25,  8.33, 52.78,4,6, 24.00,100.00
1444,72,34,17,39, 23.61, 47.22,6,5, 43.59,100.00
1445,72,40,14,39, 19.44, 55.56,6,6, 35.90,100.00
1446,72,39,14,39, 19.44, 54.17,6,6, 35.90,100.00
1447,72,45,11,39, 15.28, 62.50,6,7, 28.21,100.00
1448,72,32,12,25, 16.67, 44.44,4,5, 48.00,100.00
1449,72,38,9,25, 12.50, 52.78,4,6, 36.00,100.00
1450,72,37,9,25, 12.50, 51.39,4,6, 36.00,100.00
1451,72,43,6,25,  8.33, 59.72,4,7, 24.00,100.00
1452,72,39,17,39, 23.61, 54.17,6,6, 43.59,100.00
1453,72,45,14,39, 19.44, 62.50,6,7, 35.90,100.00
1454,72,44,15,44, 20.83, 61.11,7,7, 34.09,100.00
1455,72,50,14,48, 19.44, 69.44,8,8, 29.17,100.00
1456,72,34,13,25, 18.06, 47.22,4,5, 52.00,100.00
1457,72,40,10,25, 13.89, 55.56,4,6, 40.00,100.00
1458,72,39,10,25, 13.89, 54.17,4,6, 40.00,100.00
1459,72,45,7,25,  9.72, 62.50,4,7, 28.00,100.00
1460,72,41,21,52, 29.17, 56.94,7,6, 40.38,100.00
1461,72,47,18,52, 25.00, 65.28,7,7, 34.62,100.00
1462,72,46,18,52, 25.00, 63.89,7,7, 34.62,100.00
1463,72,52,15,52, 20.83, 72.22,7,8, 28.85,100.00
1464,72,39,13,25, 18.06, 54.17,4,6, 52.00,100.00
1465,72,45,10,25, 13.89, 62.50,4,7, 40.00,100.00
1466,72,44,10,25, 13.89, 61.11,4,7, 40.00,100.00
1467,72,50,7,25,  9.72, 69.44,4,8, 28.00,100.00
1468,72,46,21,52, 29.17, 63.89,7,7, 40.38,100.00
1469,72,52,18,52, 25.00, 72.22,7,8, 34.62,100.00
1470,72,51,23,57, 31.94, 70.83,8,8, 40.35,100.00
1471,72,57,26,71, 36.11, 79.17,12,9, 36.62,100.00
1472,72,24,12,25, 16.67, 33.33,4,4, 48.00,100.00
1473,72,30,9,25, 12.50, 41.67,4,5, 36.00,100.00
1474,72,29,9,25, 12.50, 40.28,4,5, 36.00,100.00
1475,72,35,6,25,  8.33, 48.61,4,6, 24.00,100.00
1476,72,31,15,32, 20.83, 43.06,5,5, 46.88,100.00
1477,72,37,12,32, 16.67, 51.39,5,6, 37.50,100.00
1478,72,36,12,32, 16.67, 50.00,5,6, 37.50,100.00
1479,72,42,9,32, 12.50, 58.33,5,7, 28.13,100.00
1480,72,29,12,25, 16.67, 40.28,4,5, 48.00,100.00
1481,72,35,9,25, 12.50, 48.61,4,6, 36.00,100.00
1482,72,34,9,25, 12.50, 47.22,4,6, 36.00,100.00
1483,72,40,6,25,  8.33, 55.56,4,7, 24.00,100.00
1484,72,36,15,32, 20.83, 50.00,5,6, 46.88,100.00
1485,72,42,12,32, 16.67, 58.33,5,7, 37.50,100.00
1486,72,41,13,37, 18.06, 56.94,6,7, 35.14,100.00
1487,72,47,10,37, 13.89, 65.28,6,8, 27.03,100.00
1488,72,31,13,25, 18.06, 43.06,4,5, 52.00,100.00
1489,72,37,10,25, 13.89, 51.39,4,6, 40.00,100.00
1490,72,36,10,25, 13.89, 50.00,4,6, 40.00,100.00
1491,72,42,7,25,  9.72, 58.33,4,7, 28.00,100.00
1492,72,38,19,45, 26.39, 52.78,6,6, 42.22,100.00
1493,72,44,16,45, 22.22, 61.11,6,7, 35.56,100.00
1494,72,43,16,45, 22.22, 59.72,6,7, 35.56,100.00
1495,72,49,13,45, 18.06, 68.06,6,8, 28.89,100.00
1496,72,36,13,25, 18.06, 50.00,4,6, 52.00,100.00
1497,72,42,10,25, 13.89, 58.33,4,7, 40.00,100.00
1498,72,41,10,25, 13.89, 56.94,4,7, 40.00,100.00
1499,72,47,7,25,  9.72, 65.28,4,8, 28.00,100.00
1500,72,43,19,45, 26.39, 59.72,6,7, 42.22,100.00
1501,72,49,16,45, 22.22, 68.06,6,8, 35.56,100.00
1502,72,48,21,50, 29.17, 66.67,7,8, 42.00,100.00
1503,72,54,20,56, 27.78, 75.00,9,9, 35.71,100.00
1504,72,31,12,25, 16.67, 43.06,4,5, 48.00,100.00
1505,72,37,9,25, 12.50, 51.39,4,6, 36.00,100.00
1506,72,36,9,25, 12.50, 50.00,4,6, 36.00,100.00
1507,72,42,6,25,  8.33, 58.33,4,7, 24.00,100.00
1508,72,38,17,39, 23.61, 52.78,6,6, 43.59,100.00
1509,72,44,14,39, 19.44, 61.11,6,7, 35.90,100.00
1510,72,43,14,39, 19.44, 59.72,6,7, 35.90,100.00
1511,72,49,11,39, 15.28, 68.06,6,8, 28.21,100.00
1512,72,36,12,25, 16.67, 50.00,4,6, 48.00,100.00
1513,72,42,9,25, 12.50, 58.33,4,7, 36.00,100.00
1514,72,41,9,25, 12.50, 56.94,4,7, 36.00,100.00
1515,72,47,6,25,  8.33, 65.28,4,8, 24.00,100.00
1516,72,43,17,39, 23.61, 59.72,6,7, 43.59,100.00
1517,72,49,14,39, 19.44, 68.06,6,8, 35.90,100.00
1518,72,48,15,44, 20.83, 66.67,7,8, 34.09,100.00
1519,72,54,14,48, 19.44, 75.00,8,9, 29.17,100.00
1520,72,38,13,25, 18.06, 52.78,4,6, 52.00,100.00
1521,72,44,10,25, 13.89, 61.11,4,7, 40.00,100.00
1522,72,43,10,25, 13.89, 59.72,4,7, 40.00,100.00
1523,72,49,7,25,  9.72, 68.06,4,8, 28.00,100.00
1524,72,45,21,52, 29.17, 62.50,7,7, 40.38,100.00
1525,72,51,18,52, 25.00, 70.83,7,8, 34.62,100.00
1526,72,50,18,52, 25.00, 69.44,7,8, 34.62,100.00
1527,72,56,15,52, 20.83, 77.78,7,9, 28.85,100.00
1528,72,43,13,25, 18.06, 59.72,4,7, 52.00,100.00
1529,72,49,10,25, 13.89, 68.06,4,8, 40.00,100.00
1530,72,48,10,25, 13.89, 66.67,4,8, 40.00,100.00
1531,72,54,7,25,  9.72, 75.00,4,9, 28.00,100.00
1532,72,50,21,52, 29.17, 69.44,7,8, 40.38,100.00
1533,72,56,18,52, 25.00, 77.78,7,9, 34.62,100.00
1534,72,55,23,57, 31.94, 76.39,8,9, 40.35,100.00
1535,72,61,26,71, 36.11, 84.72,12,10, 36.62,100.00
1536,72,20,12,25, 16.67, 27.78,4,2, 48.00,100.00
1537,72,26,9,25, 12.50, 36.11,4,3, 36.00,100.00
1538,72,25,9,25, 12.50, 34.72,4,3, 36.00,100.00
1539,72,31,6,25,  8.33, 43.06,4,4, 24.00,100.00
1540,72,27,15,32, 20.83, 37.50,5,3, 46.88,100.00
1541,72,33,12,32, 16.67, 45.83,5,4, 37.50,100.00
1542,72,32,12,32, 16.67, 44.44,5,4, 37.50,100.00
1543,72,38,9,32, 12.50, 52.78,5,5, 28.13,100.00
1544,72,25,12,25, 16.67, 34.72,4,3, 48.00,100.00
1545,72,31,9,25, 12.50, 43.06,4,4, 36.00,100.00
1546,72,30,9,25, 12.50, 41.67,4,4, 36.00,100.00
1547,72,36,6,25,  8.33, 50.00,4,5, 24.00,100.00
1548,72,32,15,32, 20.83, 44.44,5,4, 46.88,100.00
1549,72,38,12,32, 16.67, 52.78,5,5, 37.50,100.00
1550,72,37,13,37, 18.06, 51.39,6,5, 35.14,100.00
1551,72,43,10,37, 13.89, 59.72,6,6, 27.03,100.00
1552,72,27,13,25, 18.06, 37.50,4,3, 52.00,100.00
1553,72,33,10,25, 13.89, 45.83,4,4, 40.00,100.00
1554,72,32,10,25, 13.89, 44.44,4,4, 40.00,100.00
1555,72,38,7,25,  9.72, 52.78,4,5, 28.00,100.00
1556,72,34,19,45, 26.39, 47.22,6,4, 42.22,100.00
1557,72,40,16,45, 22.22, 55.56,6,5, 35.56,100.00
1558,72,39,16,45, 22.22, 54.17,6,5, 35.56,100.00
1559,72,45,13,45, 18.06, 62.50,6,6, 28.89,100.00
1560,72,32,13,25, 18.06, 44.44,4,4, 52.00,100.00
1561,72,38,10,25, 13.89, 52.78,4,5, 40.00,100.00
1562,72,37,10,25, 13.89, 51.39,4,5, 40.00,100.00
1563,72,43,7,25,  9.72, 59.72,4,6, 28.00,100.00
1564,72,39,19,45, 26.39, 54.17,6,5, 42.22,100.00
1565,72,45,16,45, 22.22, 62.50,6,6, 35.56,100.00
1566,72,44,21,50, 29.17, 61.11,7,6, 42.00,100.00
1567,72,50,18,50, 25.00, 69.44,7,7, 36.00,100.00
1568,72,27,12,25, 16.67, 37.50,4,3, 48.00,100.00
1569,72,33,9,25, 12.50, 45.83,4,4, 36.00,100.00
1570,72,32,9,25, 12.50, 44.44,4,4, 36.00,100.00
1571,72,38,6,25,  8.33, 52.78,4,5, 24.00,100.00
1572,72,34,17,39, 23.61, 47.22,6,4, 43.59,100.00
1573,72,40,14,39, 19.44, 55.56,6,5, 35.90,100.00
1574,72,39,14,39, 19.44, 54.17,6,5, 35.90,100.00
1575,72,45,11,39, 15.28, 62.50,6,6, 28.21,100.00
1576,72,32,12,25, 16.67, 44.44,4,4, 48.00,100.00
1577,72,38,9,25, 12.50, 52.78,4,5, 36.00,100.00
1578,72,37,9,25, 12.50, 51.39,4,5, 36.00,100.00
1579,72,43,6,25,  8.33, 59.72,4,6, 24.00,100.00
1580,72,39,17,39, 23.61, 54.17,6,5, 43.59,100.00
1581,72,45,14,39, 19.44, 62.50,6,6, 35.90,100.00
1582,72,44,17,45, 23.61, 61.11,8,6, 37.78,100.00
1583,72,50,16,49, 22.22, 69.44,9,7, 32.65,100.00
1584,72,34,13,25, 18.06, 47.22,4,4, 52.00,100.00
1585,72,40,10,25, 13.89, 55.56,4,5, 40.00,100.00
1586,72,39,10,25, 13.89, 54.17,4,5, 40.00,100.00
1587,72,45,7,25,  9.72, 62.50,4,6, 28.00,100.00
1588,72,41,21,52, 29.17, 56.94,7,5, 40.38,100.00
1589,72,47,18,52, 25.00, 65.28,7,6, 34.62,100.00
1590,72,46,18,52, 25.00, 63.89,7,6, 34.62,100.00
1591,72,52,15,52, 20.83, 72.22,7,7, 28.85,100.00
1592,72,39,13,25, 18.06, 54.17,4,5, 52.00,100.00
1593,72,45,10,25, 13.89, 62.50,4,6, 40.00,100.00
1594,72,44,10,25, 13.89, 61.11,4,6, 40.00,100.00
1595,72,50,7,25,  9.72, 69.44,4,7, 28.00,100.00
1596,72,46,21,52, 29.17, 63.89,7,6, 40.38,100.00
1597,72,52,18,52, 25.00, 72.22,7,7, 34.62,100.00
1598,72,51,25,58, 34.72, 70.83,9,7, 43.10,100.00
1599,72,57,26,66, 36.11, 79.17,11,8, 39.39,100.00
1600,72,24,12,25, 16.67, 33.33,4,3, 48.00,100.00
1601,72,30,9,25, 12.50, 41.67,4,4, 36.00,100.00
1602,72,29,9,25, 12.50, 40.28,4,4, 36.00,100.00
1603,72,35,6,25,  8.33, 48.61,4,5, 24.00,100.00
1604,72,31,15,32, 20.83, 43.06,5,4, 46.88,100.00
1605,72,37,12,32, 16.67, 51.39,5,5, 37.50,100.00
1606,72,36,12,32, 16.67, 50.00,5,5, 37.50,100.00
1607,72,42,9,32, 12.50, 58.33,5,6, 28.13,100.00
1608,72,29,12,25, 16.67, 40.28,4,4, 48.00,100.00
1609,72,35,9,25, 12.50, 48.61,4,5, 36.00,100.00
1610,72,34,9,25, 12.50, 47.22,4,5, 36.00,100.00
1611,72,40,6,25,  8.33, 55.56,4,6, 24.00,100.00
1612,72,36,15,32, 20.83, 50.00,5,5, 46.88,100.00
1613,72,42,12,32, 16.67, 58.33,5,6, 37.50,100.00
1614,72,41,13,37, 18.06, 56.94,6,6, 35.14,100.00
1615,72,47,10,37, 13.89, 65.28,6,7, 27.03,100.00
1616,72,31,13,25, 18.06, 43.06,4,4, 52.00,100.00
1617,72,37,10,25, 13.89, 51.39,4,5, 40.00,100.00
1618,72,36,10,25, 13.89, 50.00,4,5, 40.00,100.00
1619,72,42,7,25,  9.72, 58.33,4,6, 28.00,100.00
1620,72,38,19,45, 26.39, 52.78,6,5, 42.22,100.00
1621,72,44,16,45, 22.22, 61.11,6,6, 35.56,100.00
1622,72,43,16,45, 22.22, 59.72,6,6, 35.56,100.00
1623,72,49,13,45, 18.06, 68.06,6,7, 28.89,100.00
1624,72,36,13,25, 18.06, 50.00,4,5, 52.00,100.00
1625,72,42,10,25, 13.89, 58.33,4,6, 40.00,100.00
1626,72,41,10,25, 13.89, 56.94,4,6, 40.00,100.00
1627,72,47,7,25,  9.72, 65.28,4,7, 28.00,100.00
1628,72,43,19,45, 26.39, 59.72,6,6, 42.22,100.00
1629,72,49,16,45, 22.22, 68.06,6,7, 35.56,100.00
1630,72,48,21,50, 29.17, 66.67,7,7, 42.00,100.00
1631,72,54,18,50, 25.00, 75.00,7,8, 36.00,100.00
1632,72,31,12,25, 16.67, 43.06,4,4, 48.00,100.00
1633,72,37,9,25, 12.50, 51.39,4,5, 36.00,100.00
1634,72,36,9,25, 12.50, 50.00,4,5, 36.00,100.00
1635,72,42,6,25,  8.33, 58.33,4,6, 24.00,100.00
1636,72,38,17,39, 23.61, 52.78,6,5, 43.59,100.00
1637,72,44,14,39, 19.44, 61.11,6,6, 35.90,100.00
1638,72,43,14,39, 19.44, 59.72,6,6, 35.90,100.00
1639,72,49,11,39, 15.28, 68.06,6,7, 28.21,100.00
1640,72,36,12,25, 16.67, 50.00,4,5, 48.00,100.00
1641,72,42,9,25, 12.50, 58.33,4,6, 36.00,100.00
1642,72,41,9,25, 12.50, 56.94,4,6, 36.00,100.00
1643,72,47,6,25,  8.33, 65.28,4,7, 24.00,100.00
1644,72,43,17,39, 23.61, 59.72,6,6, 43.59,100.00
1645,72,49,14,39, 19.44, 68.06,6,7, 35.90,100.00
1646,72,48,17,45, 23.61, 66.67,8,7, 37.78,100.00
1647,72,54,16,49, 22.22, 75.00,9,8, 32.65,100.00
1648,72,38,13,25, 18.06, 52.78,4,5, 52.00,100.00
1649,72,44,10,25, 13.89, 61.11,4,6, 40.00,100.00
1650,72,43,10,25, 13.89, 59.72,4,6, 40.00,100.00
1651,72,49,7,25,  9.72, 68.06,4,7, 28.00,100.00
1652,72,45,21,52, 29.17, 62.50,7,6, 40.38,100.00
1653,72,51,18,52, 25.00, 70.83,7,7, 34.62,100.00
1654,72,50,18,52, 25.00, 69.44,7,7, 34.62,100.00
1655,72,56,15,52, 20.83, 77.78,7,8, 28.85,100.00
1656,72,43,13,25, 18.06, 59.72,4,6, 52.00,100.00
1657,72,49,10,25, 13.89, 68.06,4,7, 40.00,100.00
1658,72,48,10,25, 13.89, 66.67,4,7, 40.00,100.00
1659,72,54,7,25,  9.72, 75.00,4,8, 28.00,100.00
1660,72,50,21,52, 29.17, 69.44,7,7, 40.38,100.00
1661,72,56,18,52, 25.00, 77.78,7,8, 34.62,100.00
1662,72,55,25,58, 34.72, 76.39,9,8, 43.10,100.00
1663,72,61,26,66, 36.11, 84.72,11,9, 39.39,100.00
1664,72,23,12,25, 16.67, 31.94,4,3, 48.00,100.00
1665,72,29,9,25, 12.50, 40.28,4,4, 36.00,100.00
1666,72,28,9,25, 12.50, 38.89,4,4, 36.00,100.00
1667,72,34,6,25,  8.33, 47.22,4,5, 24.00,100.00
1668,72,30,15,32, 20.83, 41.67,5,4, 46.88,100.00
1669,72,36,12,32, 16.67, 50.00,5,5, 37.50,100.00
1670,72,35,12,32, 16.67, 48.61,5,5, 37.50,100.00
1671,72,41,9,32, 12.50, 56.94,5,6, 28.13,100.00
1672,72,28,12,25, 16.67, 38.89,4,4, 48.00,100.00
1673,72,34,9,25, 12.50, 47.22,4,5, 36.00,100.00
1674,72,33,9,25, 12.50, 45.83,4,5, 36.00,100.00
1675,72,39,6,25,  8.33, 54.17,4,6, 24.00,100.00
1676,72,35,15,32, 20.83, 48.61,5,5, 46.88,100.00
1677,72,41,12,32, 16.67, 56.94,5,6, 37.50,100.00
1678,72,40,13,37, 18.06, 55.56,6,6, 35.14,100.00
1679,72,46,10,37, 13.89, 63.89,6,7, 27.03,100.00
1680,72,30,13,25, 18.06, 41.67,4,4, 52.00,100.00
1681,72,36,10,25, 13.89, 50.00,4,5, 40.00,100.00
1682,72,35,10,25, 13.89, 48.61,4,5, 40.00,100.00
1683,72,41,7,25,  9.72, 56.94,4,6, 28.00,100.00
1684,72,37,19,45, 26.39, 51.39,6,5, 42.22,100.00
1685,72,43,16,45, 22.22, 59.72,6,6, 35.56,100.00
1686,72,42,16,45, 22.22, 58.33,6,6, 35.56,100.00
1687,72,48,13,45, 18.06, 66.67,6,7, 28.89,100.00
1688,72,35,13,25, 18.06, 48.61,4,5, 52.00,100.00
1689,72,41,10,25, 13.89, 56.94,4,6, 40.00,100.00
1690,72,40,10,25, 13.89, 55.56,4,6, 40.00,100.00
1691,72,46,7,25,  9.72, 63.89,4,7, 28.00,100.00
1692,72,42,19,45, 26.39, 58.33,6,6, 42.22,100.00
1693,72,48,16,45, 22.22, 66.67,6,7, 35.56,100.00
1694,72,47,21,50, 29.17, 65.28,7,7, 42.00,100.00
1695,72,53,20,56, 27.78, 73.61,9,8, 35.71,100.00
1696,72,30,12,25, 16.67, 41.67,4,4, 48.00,100.00
1697,72,36,9,25, 12.50, 50.00,4,5, 36.00,100.00
1698,72,35,9,25, 12.50, 48.61,4,5, 36.00,100.00
1699,72,41,6,25,  8.33, 56.94,4,6, 24.00,100.00
1700,72,37,17,39, 23.61, 51.39,6,5, 43.59,100.00
1701,72,43,14,39, 19.44, 59.72,6,6, 35.90,100.00
